iso3,year,risk.factor,measure,unit,sex,age,best,lo,hi
IDN,2021,diabetes,inc,num,f,18+,11877,4445,22895
IDN,2021,diabetes,inc,num,m,18+,15427,5413,30591
IDN,2021,alcohol,inc,num,a,15+,13603,4393,27925
IDN,2021,alcohol,inc,num,f,15+,2152,863,4018
IDN,2021,alcohol,inc,num,m,15+,13679,5587,25329
IDN,2021,smoking,inc,num,a,15+,115269,32983,248096
IDN,2021,smoking,inc,num,f,15+,3663,1136,7641
IDN,2021,smoking,inc,num,m,15+,112159,47088,204980
IDN,2021,undernutrition,inc,num,a,a,120335,107455,133933
IND,2021,hiv,inc,num,a,a,93370,29350,193767
IND,2021,diabetes,inc,num,a,18+,105474,31424,223544
IND,2021,diabetes,inc,num,f,18+,38585,11344,82194
IND,2021,diabetes,inc,num,m,18+,67514,19531,144711
IND,2021,alcohol,inc,num,a,15+,257556,74083,553254
IND,2021,alcohol,inc,num,f,15+,11188,3377,23594
IND,2021,alcohol,inc,num,m,15+,268402,93011,535083
IND,2021,smoking,inc,num,a,15+,83523,15605,207280
IND,2021,smoking,inc,num,f,15+,4960,1150,11503
IND,2021,smoking,inc,num,m,15+,91137,22422,207132
IND,2021,undernutrition,inc,num,a,a,738013,624015,861433
IRL,2021,hiv,inc,num,a,a,9,3,19
IRL,2021,diabetes,inc,num,a,18+,7,2,14
IRL,2021,diabetes,inc,num,f,18+,2,0,4
IRL,2021,diabetes,inc,num,m,18+,5,2,10
IRL,2021,alcohol,inc,num,a,15+,42,17,78
IRL,2021,alcohol,inc,num,f,15+,8,3,15
IRL,2021,alcohol,inc,num,m,15+,35,17,59
IRL,2021,smoking,inc,num,a,15+,24,6,51
IRL,2021,smoking,inc,num,f,15+,8,2,16
IRL,2021,smoking,inc,num,m,15+,15,5,31
IRL,2021,undernutrition,inc,num,a,a,12,10,14
IRN,2021,hiv,inc,num,a,a,118,13,331
IRN,2021,diabetes,inc,num,a,18+,619,232,1190
IRN,2021,diabetes,inc,num,f,18+,288,109,552
IRN,2021,diabetes,inc,num,m,18+,322,116,632
IRN,2021,alcohol,inc,num,a,15+,247,75,519
IRN,2021,alcohol,inc,num,f,15+,11,3,22
IRN,2021,alcohol,inc,num,m,15+,240,86,474
IRN,2021,smoking,inc,num,a,15+,505,114,1179
IRN,2021,smoking,inc,num,f,15+,24,6,53
IRN,2021,smoking,inc,num,m,15+,501,147,1068
IRN,2021,undernutrition,inc,num,a,a,1115,830,1441
IRQ,2021,hiv,inc,num,a,a,13,4,28
IRQ,2021,diabetes,inc,num,a,18+,874,279,1803
IRQ,2021,diabetes,inc,num,f,18+,398,158,748
IRQ,2021,diabetes,inc,num,m,18+,466,178,890
IRQ,2021,alcohol,inc,num,a,15+,101,23,236
IRQ,2021,alcohol,inc,num,f,15+,11,4,22
IRQ,2021,alcohol,inc,num,m,15+,95,33,188
IRQ,2021,smoking,inc,num,a,15+,1013,171,2586
IRQ,2021,smoking,inc,num,f,15+,36,9,81
IRQ,2021,smoking,inc,num,m,15+,961,309,1978
IRQ,2021,undernutrition,inc,num,a,a,4667,3976,5412
ISL,2021,hiv,inc,num,a,a,0,0,0
ISL,2021,diabetes,inc,num,a,18+,0,0,0
ISL,2021,diabetes,inc,num,f,18+,0,0,0
ISL,2021,diabetes,inc,num,m,18+,0,0,0
ISL,2021,alcohol,inc,num,a,15+,0,0,1
ISL,2021,alcohol,inc,num,f,15+,0,0,0
ISL,2021,alcohol,inc,num,m,15+,0,0,1
ISL,2021,smoking,inc,num,a,15+,0,0,1
ISL,2021,smoking,inc,num,f,15+,0,0,0
ISL,2021,smoking,inc,num,m,15+,0,0,0
ISL,2021,undernutrition,inc,num,a,a,0,0,0
ISR,2021,hiv,inc,num,a,a,5,1,12
ISR,2021,diabetes,inc,num,a,18+,5,1,11
ISR,2021,diabetes,inc,num,f,18+,1,0,3
ISR,2021,diabetes,inc,num,m,18+,3,0,6
ISR,2021,alcohol,inc,num,a,15+,21,7,42
ISR,2021,alcohol,inc,num,f,15+,3,1,5
ISR,2021,alcohol,inc,num,m,15+,16,7,30
ISR,2021,smoking,inc,num,a,15+,17,4,39
ISR,2021,smoking,inc,num,f,15+,4,1,8
ISR,2021,smoking,inc,num,m,15+,12,3,24
ISR,2021,undernutrition,inc,num,a,a,12,10,14
ITA,2021,hiv,inc,num,a,a,157,52,318
ITA,2021,diabetes,inc,num,a,18+,110,45,203
ITA,2021,diabetes,inc,num,f,18+,51,19,99
ITA,2021,diabetes,inc,num,m,18+,51,19,97
ITA,2021,alcohol,inc,num,a,15+,115,45,217
ITA,2021,alcohol,inc,num,f,15+,52,22,94
ITA,2021,alcohol,inc,num,m,15+,57,24,103
ITA,2021,smoking,inc,num,a,15+,438,147,887
ITA,2021,smoking,inc,num,f,15+,227,82,442
ITA,2021,smoking,inc,num,m,15+,185,68,359
ITA,2021,undernutrition,inc,num,a,a,152,129,177
JAM,2021,hiv,inc,num,a,a,15,5,30
JAM,2021,diabetes,inc,num,a,18+,3,1,6
JAM,2021,diabetes,inc,num,f,18+,1,0,2
JAM,2021,diabetes,inc,num,m,18+,1,0,3
JAM,2021,alcohol,inc,num,a,15+,6,2,12
JAM,2021,alcohol,inc,num,f,15+,0,0,1
JAM,2021,alcohol,inc,num,m,15+,5,1,10
JAM,2021,smoking,inc,num,a,15+,2,0,6
JAM,2021,smoking,inc,num,f,15+,0,0,0
JAM,2021,smoking,inc,num,m,15+,2,0,4
JAM,2021,undernutrition,inc,num,a,a,13,10,17
JOR,2021,hiv,inc,num,a,a,0,0,1
JOR,2021,diabetes,inc,num,a,18+,36,11,74
JOR,2021,diabetes,inc,num,f,18+,21,7,42
JOR,2021,diabetes,inc,num,m,18+,14,5,28
JOR,2021,alcohol,inc,num,a,15+,4,1,10
JOR,2021,alcohol,inc,num,f,15+,0,0,1
JOR,2021,alcohol,inc,num,m,15+,3,1,6
JOR,2021,smoking,inc,num,a,15+,78,16,186
JOR,2021,smoking,inc,num,f,15+,19,5,44
JOR,2021,smoking,inc,num,m,15+,45,15,93
JOR,2021,undernutrition,inc,num,a,a,78,57,103
JPN,2021,hiv,inc,num,a,a,100,31,209
JPN,2021,diabetes,inc,num,a,18+,494,222,873
JPN,2021,diabetes,inc,num,f,18+,152,62,281
JPN,2021,diabetes,inc,num,m,18+,341,146,618
JPN,2021,alcohol,inc,num,a,15+,1113,464,2042
JPN,2021,alcohol,inc,num,f,15+,197,84,357
JPN,2021,alcohol,inc,num,m,15+,987,449,1732
JPN,2021,smoking,inc,num,a,15+,1374,454,2793
JPN,2021,smoking,inc,num,f,15+,303,105,604
JPN,2021,smoking,inc,num,m,15+,1082,404,2086
JPN,2021,undernutrition,inc,num,a,a,694,589,806
KAZ,2021,hiv,inc,num,a,a,480,140,1025
KAZ,2021,diabetes,inc,num,a,18+,712,180,1602
KAZ,2021,diabetes,inc,num,f,18+,332,83,750
KAZ,2021,diabetes,inc,num,m,18+,381,90,876
KAZ,2021,alcohol,inc,num,a,15+,1557,405,3470
KAZ,2021,alcohol,inc,num,f,15+,301,83,656
KAZ,2021,alcohol,inc,num,m,15+,1251,378,2637
KAZ,2021,smoking,inc,num,a,15+,1249,224,3135
KAZ,2021,smoking,inc,num,f,15+,174,36,418
KAZ,2021,smoking,inc,num,m,15+,1023,239,2364
KAZ,2021,undernutrition,inc,num,a,a,735,508,1003
KEN,2021,hiv,inc,num,a,a,42864,16293,82059
KEN,2021,diabetes,inc,num,a,18+,3429,500,9117
KEN,2021,diabetes,inc,num,f,18+,1198,206,3043
KEN,2021,diabetes,inc,num,m,18+,2186,354,5653
KEN,2021,alcohol,inc,num,a,15+,9981,1550,26098
KEN,2021,alcohol,inc,num,f,15+,820,174,1957
KEN,2021,alcohol,inc,num,m,15+,10912,2574,25157
KEN,2021,smoking,inc,num,a,15+,4870,431,14551
KEN,2021,smoking,inc,num,f,15+,158,24,416
KEN,2021,smoking,inc,num,m,15+,5878,985,15051
KEN,2021,undernutrition,inc,num,a,a,45995,27948,68464
KGZ,2021,hiv,inc,num,a,a,241,77,497
KGZ,2021,diabetes,inc,num,a,18+,317,94,674
KGZ,2021,diabetes,inc,num,f,18+,142,47,289
KGZ,2021,diabetes,inc,num,m,18+,170,53,352
KGZ,2021,alcohol,inc,num,a,15+,771,232,1626
KGZ,2021,alcohol,inc,num,f,15+,130,48,251
KGZ,2021,alcohol,inc,num,m,15+,669,283,1219
KGZ,2021,smoking,inc,num,a,15+,825,173,1975
KGZ,2021,smoking,inc,num,f,15+,45,12,99
KGZ,2021,smoking,inc,num,m,15+,777,271,1546
KGZ,2021,undernutrition,inc,num,a,a,1145,941,1368
KHM,2021,hiv,inc,num,a,a,3719,1141,7794
KHM,2021,diabetes,inc,num,a,18+,1533,366,3520
KHM,2021,diabetes,inc,num,f,18+,602,142,1389
KHM,2021,diabetes,inc,num,m,18+,954,221,2212
KHM,2021,alcohol,inc,num,a,15+,4716,1191,10620
KHM,2021,alcohol,inc,num,f,15+,727,202,1582
KHM,2021,alcohol,inc,num,m,15+,4459,1366,9348
KHM,2021,smoking,inc,num,a,15+,3256,551,8313
KHM,2021,smoking,inc,num,f,15+,113,23,271
KHM,2021,smoking,inc,num,m,15+,3470,819,7999
KHM,2021,undernutrition,inc,num,a,a,5661,3858,7805
KIR,2021,hiv,inc,num,a,a,,,
KIR,2021,diabetes,inc,num,a,18+,42,11,91
KIR,2021,diabetes,inc,num,f,18+,20,6,42
KIR,2021,diabetes,inc,num,m,18+,21,6,45
KIR,2021,alcohol,inc,num,a,15+,45,10,103
KIR,2021,alcohol,inc,num,f,15+,8,2,17
KIR,2021,alcohol,inc,num,m,15+,36,12,74
KIR,2021,smoking,inc,num,a,15+,69,12,174
KIR,2021,smoking,inc,num,f,15+,23,5,52
KIR,2021,smoking,inc,num,m,15+,45,12,99
KIR,2021,undernutrition,inc,num,a,a,44,33,56
KNA,2021,hiv,inc,num,a,a,,,
KNA,2021,diabetes,inc,num,a,18+,0,0,0
KNA,2021,diabetes,inc,num,f,18+,0,,
KNA,2021,diabetes,inc,num,m,18+,0,0,0
KNA,2021,alcohol,inc,num,a,15+,0,0,0
KNA,2021,alcohol,inc,num,f,15+,0,,
KNA,2021,alcohol,inc,num,m,15+,0,0,0
KNA,2021,smoking,inc,num,a,15+,,,
KNA,2021,smoking,inc,num,f,15+,,,
KNA,2021,smoking,inc,num,m,15+,,,
KNA,2021,undernutrition,inc,num,a,a,,,
KOR,2021,hiv,inc,num,a,a,226,72,465
KOR,2021,diabetes,inc,num,a,18+,1052,464,1877
KOR,2021,diabetes,inc,num,f,18+,361,147,671
KOR,2021,diabetes,inc,num,m,18+,711,295,1307
KOR,2021,alcohol,inc,num,a,15+,6579,3222,11116
KOR,2021,alcohol,inc,num,f,15+,1511,707,2615
KOR,2021,alcohol,inc,num,m,15+,5188,2836,8237
KOR,2021,smoking,inc,num,a,15+,2568,850,5220
KOR,2021,smoking,inc,num,f,15+,344,117,693
KOR,2021,smoking,inc,num,m,15+,2369,914,4506
KOR,2021,undernutrition,inc,num,a,a,1195,1099,1295
KWT,2021,hiv,inc,num,a,a,4,1,9
KWT,2021,diabetes,inc,num,a,18+,71,31,126
KWT,2021,diabetes,inc,num,f,18+,26,11,46
KWT,2021,diabetes,inc,num,m,18+,44,20,77
KWT,2021,alcohol,inc,num,a,15+,7,2,14
KWT,2021,alcohol,inc,num,f,15+,0,0,1
KWT,2021,alcohol,inc,num,m,15+,6,2,12
KWT,2021,smoking,inc,num,a,15+,71,19,154
KWT,2021,smoking,inc,num,f,15+,3,0,6
KWT,2021,smoking,inc,num,m,15+,76,29,147
KWT,2021,undernutrition,inc,num,a,a,45,38,52
LAO,2021,hiv,inc,num,a,a,398,111,866
LAO,2021,diabetes,inc,num,a,18+,406,97,933
LAO,2021,diabetes,inc,num,f,18+,142,35,321
LAO,2021,diabetes,inc,num,m,18+,263,62,603
LAO,2021,alcohol,inc,num,a,15+,1177,284,2693
LAO,2021,alcohol,inc,num,f,15+,156,43,341
LAO,2021,alcohol,inc,num,m,15+,1183,363,2476
LAO,2021,smoking,inc,num,a,15+,1268,218,3222
LAO,2021,smoking,inc,num,f,15+,86,17,208
LAO,2021,smoking,inc,num,m,15+,1353,345,3037
LAO,2021,undernutrition,inc,num,a,a,1096,693,1589
LBN,2021,hiv,inc,num,a,a,5,1,11
LBN,2021,diabetes,inc,num,a,18+,40,14,78
LBN,2021,diabetes,inc,num,f,18+,23,9,43
LBN,2021,diabetes,inc,num,m,18+,15,6,29
LBN,2021,alcohol,inc,num,a,15+,107,39,209
LBN,2021,alcohol,inc,num,f,15+,14,5,27
LBN,2021,alcohol,inc,num,m,15+,61,29,104
LBN,2021,smoking,inc,num,a,15+,101,26,224
LBN,2021,smoking,inc,num,f,15+,48,16,97
LBN,2021,smoking,inc,num,m,15+,44,16,86
LBN,2021,undernutrition,inc,num,a,a,93,79,108
LBR,2021,hiv,inc,num,a,a,1747,519,3706
LBR,2021,diabetes,inc,num,a,18+,568,90,1475
LBR,2021,diabetes,inc,num,f,18+,226,44,552
LBR,2021,diabetes,inc,num,m,18+,341,65,839
LBR,2021,alcohol,inc,num,a,15+,1646,280,4196
LBR,2021,alcohol,inc,num,f,15+,182,42,420
LBR,2021,alcohol,inc,num,m,15+,1586,424,3499
LBR,2021,smoking,inc,num,a,15+,482,42,1444
LBR,2021,smoking,inc,num,f,15+,35,5,89
LBR,2021,smoking,inc,num,m,15+,506,88,1280
LBR,2021,undernutrition,inc,num,a,a,7231,4611,10432
LBY,2021,hiv,inc,num,a,a,90,24,199
LBY,2021,diabetes,inc,num,a,18+,279,76,611
LBY,2021,diabetes,inc,num,f,18+,114,32,248
LBY,2021,diabetes,inc,num,m,18+,160,42,355
LBY,2021,alcohol,inc,num,a,15+,26,5,63
LBY,2021,alcohol,inc,num,f,15+,3,0,7
LBY,2021,alcohol,inc,num,m,15+,26,6,59
LBY,2021,smoking,inc,num,a,15+,,,
LBY,2021,smoking,inc,num,f,15+,,,
LBY,2021,smoking,inc,num,m,15+,,,
LBY,2021,undernutrition,inc,num,a,a,,,
LCA,2021,hiv,inc,num,a,a,,,
LCA,2021,diabetes,inc,num,a,18+,0,0,0
LCA,2021,diabetes,inc,num,f,18+,0,0,0
LCA,2021,diabetes,inc,num,m,18+,0,0,0
LCA,2021,alcohol,inc,num,a,15+,0,0,0
LCA,2021,alcohol,inc,num,f,15+,0,0,0
LCA,2021,alcohol,inc,num,m,15+,0,0,0
LCA,2021,smoking,inc,num,a,15+,,,
LCA,2021,smoking,inc,num,f,15+,,,
LCA,2021,smoking,inc,num,m,15+,,,
LCA,2021,undernutrition,inc,num,a,a,,,
LKA,2021,hiv,inc,num,a,a,44,12,94
LKA,2021,diabetes,inc,num,a,18+,488,152,1014
LKA,2021,diabetes,inc,num,f,18+,158,48,331
LKA,2021,diabetes,inc,num,m,18+,317,91,681
LKA,2021,alcohol,inc,num,a,15+,918,289,1903
LKA,2021,alcohol,inc,num,f,15+,68,24,135
LKA,2021,alcohol,inc,num,m,15+,1126,428,2155
LKA,2021,smoking,inc,num,a,15+,849,194,1980
LKA,2021,smoking,inc,num,f,15+,2,0,5
LKA,2021,smoking,inc,num,m,15+,1086,330,2286
LKA,2021,undernutrition,inc,num,a,a,1773,1285,2338
LSO,2021,hiv,inc,num,a,a,6665,2945,11877
LSO,2021,diabetes,inc,num,a,18+,585,111,1442
LSO,2021,diabetes,inc,num,f,18+,201,43,477
LSO,2021,diabetes,inc,num,m,18+,337,63,837
LSO,2021,alcohol,inc,num,a,15+,1490,312,3571
LSO,2021,alcohol,inc,num,f,15+,125,31,283
LSO,2021,alcohol,inc,num,m,15+,1690,483,3639
LSO,2021,smoking,inc,num,a,15+,1373,193,3686
LSO,2021,smoking,inc,num,f,15+,7,1,18
LSO,2021,smoking,inc,num,m,15+,1700,389,3957
LSO,2021,undernutrition,inc,num,a,a,4714,2929,6917
LTU,2021,hiv,inc,num,a,a,21,6,44
LTU,2021,diabetes,inc,num,a,18+,30,11,59
LTU,2021,diabetes,inc,num,f,18+,6,2,13
LTU,2021,diabetes,inc,num,m,18+,26,8,53
LTU,2021,alcohol,inc,num,a,15+,161,73,283
LTU,2021,alcohol,inc,num,f,15+,14,6,25
LTU,2021,alcohol,inc,num,m,15+,191,102,306
LTU,2021,smoking,inc,num,a,15+,100,33,205
LTU,2021,smoking,inc,num,f,15+,16,5,32
LTU,2021,smoking,inc,num,m,15+,97,37,186
LTU,2021,undernutrition,inc,num,a,a,38,32,44
LUX,2021,hiv,inc,num,a,a,1,0,3
LUX,2021,diabetes,inc,num,a,18+,0,0,1
LUX,2021,diabetes,inc,num,f,18+,0,0,0
LUX,2021,diabetes,inc,num,m,18+,1,0,2
LUX,2021,alcohol,inc,num,a,15+,4,2,8
LUX,2021,alcohol,inc,num,f,15+,0,0,0
LUX,2021,alcohol,inc,num,m,15+,6,3,10
LUX,2021,smoking,inc,num,a,15+,3,1,7
LUX,2021,smoking,inc,num,f,15+,0,0,0
LUX,2021,smoking,inc,num,m,15+,3,1,6
LUX,2021,undernutrition,inc,num,a,a,2,1,2
LVA,2021,hiv,inc,num,a,a,26,8,54
LVA,2021,diabetes,inc,num,a,18+,14,5,29
LVA,2021,diabetes,inc,num,f,18+,4,1,8
LVA,2021,diabetes,inc,num,m,18+,11,3,23
LVA,2021,alcohol,inc,num,a,15+,111,53,190
LVA,2021,alcohol,inc,num,f,15+,12,5,21
LVA,2021,alcohol,inc,num,m,15+,118,67,183
LVA,2021,smoking,inc,num,a,15+,67,23,136
LVA,2021,smoking,inc,num,f,15+,14,5,27
LVA,2021,smoking,inc,num,m,15+,60,24,113
LVA,2021,undernutrition,inc,num,a,a,15,13,17
MAC,2021,hiv,inc,num,a,a,,,
MAC,2021,diabetes,inc,num,a,18+,,,
MAC,2021,alcohol,inc,num,a,15+,,,
MAC,2021,smoking,inc,num,a,15+,,,
MAC,2021,undernutrition,inc,num,a,a,33,28,38
MAR,2021,hiv,inc,num,a,a,406,127,844
MAR,2021,diabetes,inc,num,a,18+,2230,832,4305
MAR,2021,diabetes,inc,num,f,18+,853,335,1609
MAR,2021,diabetes,inc,num,m,18+,1391,541,2633
MAR,2021,alcohol,inc,num,a,15+,322,97,678
MAR,2021,alcohol,inc,num,f,15+,31,12,60
MAR,2021,alcohol,inc,num,m,15+,391,150,743
MAR,2021,smoking,inc,num,a,15+,2026,464,4719
MAR,2021,smoking,inc,num,f,15+,38,11,82
MAR,2021,smoking,inc,num,m,15+,2280,755,4634
MAR,2021,undernutrition,inc,num,a,a,2928,2454,3443
MDA,2021,hiv,inc,num,a,a,225,74,459
MDA,2021,diabetes,inc,num,a,18+,83,29,164
MDA,2021,diabetes,inc,num,f,18+,24,8,50
MDA,2021,diabetes,inc,num,m,18+,56,18,115
MDA,2021,alcohol,inc,num,a,15+,259,102,488
MDA,2021,alcohol,inc,num,f,15+,30,12,55
MDA,2021,alcohol,inc,num,m,15+,286,134,493
MDA,2021,smoking,inc,num,a,15+,275,83,578
MDA,2021,smoking,inc,num,f,15+,22,7,45
MDA,2021,smoking,inc,num,m,15+,304,119,576
MDA,2021,undernutrition,inc,num,a,a,,,
MDG,2021,hiv,inc,num,a,a,2540,679,5603
MDG,2021,diabetes,inc,num,a,18+,1765,273,4619
MDG,2021,diabetes,inc,num,f,18+,623,111,1565
MDG,2021,diabetes,inc,num,m,18+,1200,214,3016
MDG,2021,alcohol,inc,num,a,15+,3756,629,9617
MDG,2021,alcohol,inc,num,f,15+,306,71,711
MDG,2021,alcohol,inc,num,m,15+,3858,967,8713
MDG,2021,smoking,inc,num,a,15+,4927,533,14090
MDG,2021,smoking,inc,num,f,15+,121,20,309
MDG,2021,smoking,inc,num,m,15+,5293,1064,12844
MDG,2021,undernutrition,inc,num,a,a,32052,20439,46235
MDV,2021,hiv,inc,num,a,a,0,0,0
MDV,2021,diabetes,inc,num,a,18+,9,2,18
MDV,2021,diabetes,inc,num,f,18+,3,1,7
MDV,2021,diabetes,inc,num,m,18+,5,1,11
MDV,2021,alcohol,inc,num,a,15+,9,2,18
MDV,2021,alcohol,inc,num,f,15+,1,0,2
MDV,2021,alcohol,inc,num,m,15+,8,3,16
MDV,2021,smoking,inc,num,a,15+,19,5,43
MDV,2021,smoking,inc,num,f,15+,0,0,1
MDV,2021,smoking,inc,num,m,15+,20,7,39
MDV,2021,undernutrition,inc,num,a,a,,,
MEX,2021,hiv,inc,num,a,a,1636,512,3401
MEX,2021,diabetes,inc,num,a,18+,1570,527,3170
MEX,2021,diabetes,inc,num,f,18+,612,206,1233
MEX,2021,diabetes,inc,num,m,18+,932,297,1921
MEX,2021,alcohol,inc,num,a,15+,1505,463,3148
MEX,2021,alcohol,inc,num,f,15+,104,37,206
MEX,2021,alcohol,inc,num,m,15+,1638,616,3150
MEX,2021,smoking,inc,num,a,15+,1768,395,4147
MEX,2021,smoking,inc,num,f,15+,324,91,702
MEX,2021,smoking,inc,num,m,15+,1590,472,3375
MEX,2021,undernutrition,inc,num,a,a,4321,3250,5542
MHL,2021,hiv,inc,num,a,a,,,
MHL,2021,diabetes,inc,num,a,18+,11,3,25
MHL,2021,diabetes,inc,num,f,18+,6,1,13
MHL,2021,diabetes,inc,num,m,18+,5,1,11
MHL,2021,alcohol,inc,num,a,15+,,,
MHL,2021,alcohol,inc,num,f,15+,,,
MHL,2021,alcohol,inc,num,m,15+,,,
MHL,2021,smoking,inc,num,a,15+,14,2,36
MHL,2021,smoking,inc,num,f,15+,1,0,3
MHL,2021,smoking,inc,num,m,15+,11,3,25
MHL,2021,undernutrition,inc,num,a,a,,,
MKD,2021,hiv,inc,num,a,a,1,0,2
MKD,2021,diabetes,inc,num,a,18+,7,2,15
MKD,2021,diabetes,inc,num,f,18+,2,0,4
MKD,2021,diabetes,inc,num,m,18+,5,1,11
MKD,2021,alcohol,inc,num,a,15+,27,10,52
MKD,2021,alcohol,inc,num,f,15+,3,1,6
MKD,2021,alcohol,inc,num,m,15+,27,11,50
MKD,2021,smoking,inc,num,a,15+,,,
MKD,2021,smoking,inc,num,f,15+,,,
MKD,2021,smoking,inc,num,m,15+,,,
MKD,2021,undernutrition,inc,num,a,a,13,9,17
MLI,2021,hiv,inc,num,a,a,896,256,1928
MLI,2021,diabetes,inc,num,a,18+,376,38,1091
MLI,2021,diabetes,inc,num,f,18+,121,16,328
MLI,2021,diabetes,inc,num,m,18+,274,40,725
MLI,2021,alcohol,inc,num,a,15+,196,20,564
MLI,2021,alcohol,inc,num,f,15+,0,0,0
MLI,2021,alcohol,inc,num,m,15+,230,47,556
MLI,2021,smoking,inc,num,a,15+,336,18,1095
MLI,2021,smoking,inc,num,f,15+,11,1,30
MLI,2021,smoking,inc,num,m,15+,396,59,1045
MLI,2021,undernutrition,inc,num,a,a,1978,1263,2850
MLT,2021,hiv,inc,num,a,a,2,0,4
MLT,2021,diabetes,inc,num,a,18+,6,2,12
MLT,2021,diabetes,inc,num,f,18+,0,0,1
MLT,2021,diabetes,inc,num,m,18+,6,2,12
MLT,2021,alcohol,inc,num,a,15+,13,5,25
MLT,2021,alcohol,inc,num,f,15+,1,0,2
MLT,2021,alcohol,inc,num,m,15+,17,8,30
MLT,2021,smoking,inc,num,a,15+,19,6,40
MLT,2021,smoking,inc,num,f,15+,3,1,6
MLT,2021,smoking,inc,num,m,15+,17,6,34
MLT,2021,undernutrition,inc,num,a,a,3,2,3
MMR,2021,hiv,inc,num,a,a,16960,5339,35177
MMR,2021,diabetes,inc,num,a,18+,6423,1911,13621
