iso3,year,risk.factor,measure,unit,sex,age,best,lo,hi
MMR,2021,diabetes,inc,num,f,18+,2320,682,4945
MMR,2021,diabetes,inc,num,m,18+,4033,1128,8753
MMR,2021,alcohol,inc,num,a,15+,7623,2122,16575
MMR,2021,alcohol,inc,num,f,15+,844,265,1754
MMR,2021,alcohol,inc,num,m,15+,8367,2725,17117
MMR,2021,smoking,inc,num,a,15+,16320,3525,38731
MMR,2021,smoking,inc,num,f,15+,792,192,1807
MMR,2021,smoking,inc,num,m,15+,18843,5372,40611
MMR,2021,undernutrition,inc,num,a,a,27559,19061,37599
MNE,2021,hiv,inc,num,a,a,1,0,2
MNE,2021,diabetes,inc,num,a,18+,3,1,6
MNE,2021,diabetes,inc,num,f,18+,0,0,1
MNE,2021,diabetes,inc,num,m,18+,2,0,5
MNE,2021,alcohol,inc,num,a,15+,11,4,21
MNE,2021,alcohol,inc,num,f,15+,1,0,2
MNE,2021,alcohol,inc,num,m,15+,12,6,21
MNE,2021,smoking,inc,num,a,15+,13,4,28
MNE,2021,smoking,inc,num,f,15+,3,1,7
MNE,2021,smoking,inc,num,m,15+,9,3,18
MNE,2021,undernutrition,inc,num,a,a,5,4,6
MNG,2021,hiv,inc,num,a,a,50,11,119
MNG,2021,diabetes,inc,num,a,18+,763,134,1925
MNG,2021,diabetes,inc,num,f,18+,222,40,556
MNG,2021,diabetes,inc,num,m,18+,552,94,1406
MNG,2021,alcohol,inc,num,a,15+,2103,378,5277
MNG,2021,alcohol,inc,num,f,15+,230,44,566
MNG,2021,alcohol,inc,num,m,15+,2244,496,5284
MNG,2021,smoking,inc,num,a,15+,1710,207,4763
MNG,2021,smoking,inc,num,f,15+,136,19,364
MNG,2021,smoking,inc,num,m,15+,1901,329,4826
MNG,2021,undernutrition,inc,num,a,a,1218,614,2026
MOZ,2021,hiv,inc,num,a,a,63205,30580,107472
MOZ,2021,diabetes,inc,num,a,18+,3491,431,9680
MOZ,2021,diabetes,inc,num,f,18+,1462,221,3848
MOZ,2021,diabetes,inc,num,m,18+,2045,289,5480
MOZ,2021,alcohol,inc,num,a,15+,7780,1009,21317
MOZ,2021,alcohol,inc,num,f,15+,782,152,1916
MOZ,2021,alcohol,inc,num,m,15+,7683,1616,18389
MOZ,2021,smoking,inc,num,a,15+,6601,482,20506
MOZ,2021,smoking,inc,num,f,15+,711,99,1910
MOZ,2021,smoking,inc,num,m,15+,6308,960,16585
MOZ,2021,undernutrition,inc,num,a,a,45804,27831,68181
MRT,2021,hiv,inc,num,a,a,138,37,305
MRT,2021,diabetes,inc,num,a,18+,156,22,417
MRT,2021,diabetes,inc,num,f,18+,65,12,161
MRT,2021,diabetes,inc,num,m,18+,87,14,222
MRT,2021,alcohol,inc,num,a,15+,33,4,91
MRT,2021,alcohol,inc,num,f,15+,3,0,7
MRT,2021,alcohol,inc,num,m,15+,34,7,81
MRT,2021,smoking,inc,num,a,15+,139,11,421
MRT,2021,smoking,inc,num,f,15+,8,1,21
MRT,2021,smoking,inc,num,m,15+,145,25,371
MRT,2021,undernutrition,inc,num,a,a,610,380,895
MUS,2021,hiv,inc,num,a,a,22,7,45
MUS,2021,diabetes,inc,num,a,18+,9,3,17
MUS,2021,diabetes,inc,num,f,18+,2,1,5
MUS,2021,diabetes,inc,num,m,18+,6,2,12
MUS,2021,alcohol,inc,num,a,15+,17,6,32
MUS,2021,alcohol,inc,num,f,15+,1,0,2
MUS,2021,alcohol,inc,num,m,15+,19,8,34
MUS,2021,smoking,inc,num,a,15+,14,4,31
MUS,2021,smoking,inc,num,f,15+,0,0,1
MUS,2021,smoking,inc,num,m,15+,17,6,34
MUS,2021,undernutrition,inc,num,a,a,18,14,24
MWI,2021,hiv,inc,num,a,a,11876,4509,22746
MWI,2021,diabetes,inc,num,a,18+,806,74,2384
MWI,2021,diabetes,inc,num,f,18+,333,41,920
MWI,2021,diabetes,inc,num,m,18+,473,50,1355
MWI,2021,alcohol,inc,num,a,15+,1981,195,5784
MWI,2021,alcohol,inc,num,f,15+,184,27,484
MWI,2021,alcohol,inc,num,m,15+,1881,303,4872
MWI,2021,smoking,inc,num,a,15+,1078,55,3568
MWI,2021,smoking,inc,num,f,15+,116,12,333
MWI,2021,smoking,inc,num,m,15+,1023,112,2913
MWI,2021,undernutrition,inc,num,a,a,7024,3549,11664
MYS,2021,hiv,inc,num,a,a,1443,474,2940
MYS,2021,diabetes,inc,num,a,18+,1577,607,3001
MYS,2021,diabetes,inc,num,f,18+,586,225,1117
MYS,2021,diabetes,inc,num,m,18+,989,380,1884
MYS,2021,alcohol,inc,num,a,15+,1955,684,3880
MYS,2021,alcohol,inc,num,f,15+,263,105,494
MYS,2021,alcohol,inc,num,m,15+,1906,817,3448
MYS,2021,smoking,inc,num,a,15+,2954,795,6503
MYS,2021,smoking,inc,num,f,15+,19,5,41
MYS,2021,smoking,inc,num,m,15+,3233,1201,6252
MYS,2021,undernutrition,inc,num,a,a,2117,1801,2458
NAM,2021,hiv,inc,num,a,a,6758,3938,10328
NAM,2021,diabetes,inc,num,a,18+,403,87,957
NAM,2021,diabetes,inc,num,f,18+,151,36,347
NAM,2021,diabetes,inc,num,m,18+,248,54,586
NAM,2021,alcohol,inc,num,a,15+,1433,351,3260
NAM,2021,alcohol,inc,num,f,15+,196,59,413
NAM,2021,alcohol,inc,num,m,15+,1412,484,2829
NAM,2021,smoking,inc,num,a,15+,702,101,1871
NAM,2021,smoking,inc,num,f,15+,86,19,205
NAM,2021,smoking,inc,num,m,15+,702,166,1616
NAM,2021,undernutrition,inc,num,a,a,3454,2534,4514
NCL,2021,hiv,inc,num,a,a,,,
NCL,2021,diabetes,inc,num,a,18+,,,
NCL,2021,alcohol,inc,num,a,15+,,,
NCL,2021,smoking,inc,num,a,15+,,,
NCL,2021,undernutrition,inc,num,a,a,3,3,4
NER,2021,hiv,inc,num,a,a,432,117,949
NER,2021,diabetes,inc,num,a,18+,546,43,1667
NER,2021,diabetes,inc,num,f,18+,183,22,513
NER,2021,diabetes,inc,num,m,18+,371,41,1052
NER,2021,alcohol,inc,num,a,15+,322,29,954
NER,2021,alcohol,inc,num,f,15+,0,0,0
NER,2021,alcohol,inc,num,m,15+,409,76,1016
NER,2021,smoking,inc,num,a,15+,662,32,2214
NER,2021,smoking,inc,num,f,15+,20,2,56
NER,2021,smoking,inc,num,m,15+,786,107,2125
NER,2021,undernutrition,inc,num,a,a,,,
NGA,2021,hiv,inc,num,a,a,66264,21385,136065
NGA,2021,diabetes,inc,num,a,18+,13675,1913,36753
NGA,2021,diabetes,inc,num,f,18+,4793,827,12172
NGA,2021,diabetes,inc,num,m,18+,8830,1550,22315
NGA,2021,alcohol,inc,num,a,15+,6280,823,17161
NGA,2021,alcohol,inc,num,f,15+,384,83,909
NGA,2021,alcohol,inc,num,m,15+,7238,1604,17036
NGA,2021,smoking,inc,num,a,15+,5890,431,18290
NGA,2021,smoking,inc,num,f,15+,188,29,491
NGA,2021,smoking,inc,num,m,15+,7077,1132,18356
NGA,2021,undernutrition,inc,num,a,a,110928,72244,157775
NIC,2021,hiv,inc,num,a,a,92,27,197
NIC,2021,diabetes,inc,num,a,18+,132,37,284
NIC,2021,diabetes,inc,num,f,18+,56,17,118
NIC,2021,diabetes,inc,num,m,18+,72,20,159
NIC,2021,alcohol,inc,num,a,15+,363,111,760
NIC,2021,alcohol,inc,num,f,15+,85,31,168
NIC,2021,alcohol,inc,num,m,15+,302,118,570
NIC,2021,smoking,inc,num,a,15+,,,
NIC,2021,smoking,inc,num,f,15+,,,
NIC,2021,smoking,inc,num,m,15+,,,
NIC,2021,undernutrition,inc,num,a,a,903,688,1148
NIU,2021,hiv,inc,num,a,a,,,
NIU,2021,diabetes,inc,num,a,18+,0,0,0
NIU,2021,diabetes,inc,num,f,18+,0,,
NIU,2021,diabetes,inc,num,m,18+,0,0,0
NIU,2021,alcohol,inc,num,a,15+,0,0,0
NIU,2021,alcohol,inc,num,f,15+,0,,
NIU,2021,alcohol,inc,num,m,15+,0,0,0
NIU,2021,smoking,inc,num,a,15+,,,
NIU,2021,smoking,inc,num,f,15+,,,
NIU,2021,smoking,inc,num,m,15+,,,
NIU,2021,undernutrition,inc,num,a,a,,,
NLD,2021,hiv,inc,num,a,a,24,7,49
NLD,2021,diabetes,inc,num,a,18+,14,5,27
NLD,2021,diabetes,inc,num,f,18+,5,1,9
NLD,2021,diabetes,inc,num,m,18+,9,3,17
NLD,2021,alcohol,inc,num,a,15+,23,8,44
NLD,2021,alcohol,inc,num,f,15+,6,2,11
NLD,2021,alcohol,inc,num,m,15+,16,6,29
NLD,2021,smoking,inc,num,a,15+,69,21,144
NLD,2021,smoking,inc,num,f,15+,26,9,52
NLD,2021,smoking,inc,num,m,15+,39,14,78
NLD,2021,undernutrition,inc,num,a,a,40,34,46
NOR,2021,hiv,inc,num,a,a,3,0,6
NOR,2021,diabetes,inc,num,a,18+,3,1,7
NOR,2021,diabetes,inc,num,f,18+,1,0,3
NOR,2021,diabetes,inc,num,m,18+,1,0,2
NOR,2021,alcohol,inc,num,a,15+,21,8,39
NOR,2021,alcohol,inc,num,f,15+,7,3,12
NOR,2021,alcohol,inc,num,m,15+,8,3,15
NOR,2021,smoking,inc,num,a,15+,10,2,21
NOR,2021,smoking,inc,num,f,15+,5,1,10
NOR,2021,smoking,inc,num,m,15+,3,0,6
NOR,2021,undernutrition,inc,num,a,a,8,6,9
NPL,2021,hiv,inc,num,a,a,1289,336,2871
NPL,2021,diabetes,inc,num,a,18+,3332,793,7658
NPL,2021,diabetes,inc,num,f,18+,959,230,2200
NPL,2021,diabetes,inc,num,m,18+,2561,611,5884
NPL,2021,alcohol,inc,num,a,15+,2664,545,6432
NPL,2021,alcohol,inc,num,f,15+,292,72,664
NPL,2021,alcohol,inc,num,m,15+,3119,775,7065
NPL,2021,smoking,inc,num,a,15+,5047,757,13318
NPL,2021,smoking,inc,num,f,15+,484,93,1190
NPL,2021,smoking,inc,num,m,15+,5728,1188,13772
NPL,2021,undernutrition,inc,num,a,a,6430,3825,9699
NRU,2021,hiv,inc,num,a,a,,,
NRU,2021,diabetes,inc,num,a,18+,2,0,4
NRU,2021,diabetes,inc,num,f,18+,1,0,3
NRU,2021,diabetes,inc,num,m,18+,0,0,1
NRU,2021,alcohol,inc,num,a,15+,2,0,4
NRU,2021,alcohol,inc,num,f,15+,0,0,1
NRU,2021,alcohol,inc,num,m,15+,0,0,1
NRU,2021,smoking,inc,num,a,15+,3,0,8
NRU,2021,smoking,inc,num,f,15+,2,0,4
NRU,2021,smoking,inc,num,m,15+,1,0,2
NRU,2021,undernutrition,inc,num,a,a,,,
NZL,2021,hiv,inc,num,a,a,5,1,11
NZL,2021,diabetes,inc,num,a,18+,12,4,23
NZL,2021,diabetes,inc,num,f,18+,5,1,9
NZL,2021,diabetes,inc,num,m,18+,6,2,13
NZL,2021,alcohol,inc,num,a,15+,31,12,60
NZL,2021,alcohol,inc,num,f,15+,9,4,17
NZL,2021,alcohol,inc,num,m,15+,20,9,37
NZL,2021,smoking,inc,num,a,15+,22,6,48
NZL,2021,smoking,inc,num,f,15+,9,3,19
NZL,2021,smoking,inc,num,m,15+,12,3,24
NZL,2021,undernutrition,inc,num,a,a,17,15,20
OMN,2021,hiv,inc,num,a,a,3,1,7
OMN,2021,diabetes,inc,num,a,18+,19,7,36
OMN,2021,diabetes,inc,num,f,18+,5,2,11
OMN,2021,diabetes,inc,num,m,18+,11,4,22
OMN,2021,alcohol,inc,num,a,15+,2,0,5
OMN,2021,alcohol,inc,num,f,15+,0,0,0
OMN,2021,alcohol,inc,num,m,15+,2,0,4
OMN,2021,smoking,inc,num,a,15+,12,2,28
OMN,2021,smoking,inc,num,f,15+,0,0,0
OMN,2021,smoking,inc,num,m,15+,13,4,27
OMN,2021,undernutrition,inc,num,a,a,41,35,47
PAK,2021,hiv,inc,num,a,a,10431,3117,22083
PAK,2021,diabetes,inc,num,a,18+,30174,6942,70152
PAK,2021,diabetes,inc,num,f,18+,12488,3305,27661
PAK,2021,diabetes,inc,num,m,18+,17491,4485,39184
PAK,2021,alcohol,inc,num,a,15+,4792,882,11942
PAK,2021,alcohol,inc,num,f,15+,512,135,1135
PAK,2021,alcohol,inc,num,m,15+,4091,1078,9075
PAK,2021,smoking,inc,num,a,15+,33682,4379,92217
PAK,2021,smoking,inc,num,f,15+,3209,641,7804
PAK,2021,smoking,inc,num,m,15+,32559,7327,76247
PAK,2021,undernutrition,inc,num,a,a,132679,96430,174622
PAN,2021,hiv,inc,num,a,a,286,103,559
PAN,2021,diabetes,inc,num,a,18+,60,19,124
PAN,2021,diabetes,inc,num,f,18+,20,6,42
PAN,2021,diabetes,inc,num,m,18+,38,11,80
PAN,2021,alcohol,inc,num,a,15+,183,61,372
PAN,2021,alcohol,inc,num,f,15+,35,13,68
PAN,2021,alcohol,inc,num,m,15+,166,68,308
PAN,2021,smoking,inc,num,a,15+,29,5,71
PAN,2021,smoking,inc,num,f,15+,4,1,10
PAN,2021,smoking,inc,num,m,15+,29,8,65
PAN,2021,undernutrition,inc,num,a,a,253,193,321
PER,2021,hiv,inc,num,a,a,2282,723,4721
PER,2021,diabetes,inc,num,a,18+,1223,341,2655
PER,2021,diabetes,inc,num,f,18+,489,134,1071
PER,2021,diabetes,inc,num,m,18+,703,177,1584
PER,2021,alcohol,inc,num,a,15+,5598,1868,11339
PER,2021,alcohol,inc,num,f,15+,1021,361,2016
PER,2021,alcohol,inc,num,m,15+,4906,1986,9123
PER,2021,smoking,inc,num,a,15+,1036,204,2531
PER,2021,smoking,inc,num,f,15+,142,36,318
PER,2021,smoking,inc,num,m,15+,1027,273,2272
PER,2021,undernutrition,inc,num,a,a,6944,5416,8659
PHL,2021,hiv,inc,num,a,a,16530,4013,37740
PHL,2021,diabetes,inc,num,a,18+,21823,4588,52237
PHL,2021,diabetes,inc,num,f,18+,6523,1442,15362
PHL,2021,diabetes,inc,num,m,18+,15247,3200,36516
PHL,2021,alcohol,inc,num,a,15+,68490,14181,164735
PHL,2021,alcohol,inc,num,f,15+,7454,1759,17183
PHL,2021,alcohol,inc,num,m,15+,74803,19586,166330
PHL,2021,smoking,inc,num,a,15+,65980,9562,175727
PHL,2021,smoking,inc,num,f,15+,5625,1009,14127
PHL,2021,smoking,inc,num,m,15+,74730,15768,178675
PHL,2021,undernutrition,inc,num,a,a,125017,67568,199847
PLW,2021,hiv,inc,num,a,a,,,
PLW,2021,diabetes,inc,num,a,18+,1,0,2
PLW,2021,diabetes,inc,num,f,18+,0,0,0
PLW,2021,diabetes,inc,num,m,18+,1,0,2
PLW,2021,alcohol,inc,num,a,15+,1,0,2
PLW,2021,alcohol,inc,num,f,15+,0,0,0
PLW,2021,alcohol,inc,num,m,15+,2,0,3
PLW,2021,smoking,inc,num,a,15+,1,0,2
PLW,2021,smoking,inc,num,f,15+,0,0,0
PLW,2021,smoking,inc,num,m,15+,1,0,2
PLW,2021,undernutrition,inc,num,a,a,,,
PNG,2021,hiv,inc,num,a,a,4193,1440,8389
PNG,2021,diabetes,inc,num,a,18+,2117,538,4756
PNG,2021,diabetes,inc,num,f,18+,964,260,2120
PNG,2021,diabetes,inc,num,m,18+,1156,313,2539
PNG,2021,alcohol,inc,num,a,15+,3363,894,7437
PNG,2021,alcohol,inc,num,f,15+,584,190,1195
PNG,2021,alcohol,inc,num,m,15+,2738,1013,5303
PNG,2021,smoking,inc,num,a,15+,5176,1058,12499
PNG,2021,smoking,inc,num,f,15+,1655,453,3621
PNG,2021,smoking,inc,num,m,15+,3498,1095,7271
PNG,2021,undernutrition,inc,num,a,a,14520,11616,17742
POL,2021,hiv,inc,num,a,a,49,15,101
POL,2021,diabetes,inc,num,a,18+,135,55,251
POL,2021,diabetes,inc,num,f,18+,34,12,66
POL,2021,diabetes,inc,num,m,18+,106,40,203
POL,2021,alcohol,inc,num,a,15+,827,386,1432
POL,2021,alcohol,inc,num,f,15+,79,35,142
POL,2021,alcohol,inc,num,m,15+,892,491,1410
POL,2021,smoking,inc,num,a,15+,391,124,806
POL,2021,smoking,inc,num,f,15+,91,32,180
POL,2021,smoking,inc,num,m,15+,321,118,624
POL,2021,undernutrition,inc,num,a,a,207,176,240
PRK,2021,hiv,inc,num,a,a,1628,456,3533
PRK,2021,diabetes,inc,num,a,18+,3514,1100,7304
PRK,2021,diabetes,inc,num,f,18+,1255,346,2739
PRK,2021,diabetes,inc,num,m,18+,2227,585,4944
PRK,2021,alcohol,inc,num,a,15+,9209,3499,17635
PRK,2021,alcohol,inc,num,f,15+,1000,410,1850
PRK,2021,alcohol,inc,num,m,15+,9909,4423,17570
PRK,2021,smoking,inc,num,a,15+,9866,2836,21199
PRK,2021,smoking,inc,num,f,15+,0,0,0
PRK,2021,smoking,inc,num,m,15+,11677,4295,22685
PRK,2021,undernutrition,inc,num,a,a,64010,54878,73836
PRT,2021,hiv,inc,num,a,a,146,51,290
PRT,2021,diabetes,inc,num,a,18+,52,21,98
PRT,2021,diabetes,inc,num,f,18+,14,5,29
PRT,2021,diabetes,inc,num,m,18+,39,14,78
PRT,2021,alcohol,inc,num,a,15+,216,94,389
PRT,2021,alcohol,inc,num,f,15+,39,17,70
PRT,2021,alcohol,inc,num,m,15+,199,97,337
PRT,2021,smoking,inc,num,a,15+,200,67,403
PRT,2021,smoking,inc,num,f,15+,62,22,120
PRT,2021,smoking,inc,num,m,15+,138,52,266
PRT,2021,undernutrition,inc,num,a,a,86,73,100
PRY,2021,hiv,inc,num,a,a,140,45,288
PRY,2021,diabetes,inc,num,a,18+,120,35,256
PRY,2021,diabetes,inc,num,f,18+,38,12,80
PRY,2021,diabetes,inc,num,m,18+,80,23,171
PRY,2021,alcohol,inc,num,a,15+,430,148,859
PRY,2021,alcohol,inc,num,f,15+,77,31,143
PRY,2021,alcohol,inc,num,m,15+,396,178,701
PRY,2021,smoking,inc,num,a,15+,153,32,367
PRY,2021,smoking,inc,num,f,15+,18,5,38
PRY,2021,smoking,inc,num,m,15+,164,51,342
PRY,2021,undernutrition,inc,num,a,a,532,448,624
PYF,2021,hiv,inc,num,a,a,,,
PYF,2021,diabetes,inc,num,a,18+,,,
PYF,2021,alcohol,inc,num,a,15+,,,
PYF,2021,smoking,inc,num,a,15+,,,
PYF,2021,undernutrition,inc,num,a,a,2,2,3
QAT,2021,hiv,inc,num,a,a,2,0,5
QAT,2021,diabetes,inc,num,a,18+,79,36,138
QAT,2021,diabetes,inc,num,f,18+,17,7,31
QAT,2021,diabetes,inc,num,m,18+,61,28,105
QAT,2021,alcohol,inc,num,a,15+,6,2,12
QAT,2021,alcohol,inc,num,f,15+,0,0,0
QAT,2021,alcohol,inc,num,m,15+,6,2,12
QAT,2021,smoking,inc,num,a,15+,48,14,103
QAT,2021,smoking,inc,num,f,15+,1,0,3
QAT,2021,smoking,inc,num,m,15+,66,24,129
QAT,2021,undernutrition,inc,num,a,a,,,
ROU,2021,hiv,inc,num,a,a,212,67,436
ROU,2021,diabetes,inc,num,a,18+,397,150,762
ROU,2021,diabetes,inc,num,f,18+,117,40,236
ROU,2021,diabetes,inc,num,m,18+,287,99,573
ROU,2021,alcohol,inc,num,a,15+,737,287,1396
ROU,2021,alcohol,inc,num,f,15+,120,50,219
ROU,2021,alcohol,inc,num,m,15+,770,339,1376
ROU,2021,smoking,inc,num,a,15+,1560,507,3193
ROU,2021,smoking,inc,num,f,15+,372,133,733
ROU,2021,smoking,inc,num,m,15+,1291,489,2474
ROU,2021,undernutrition,inc,num,a,a,457,389,531
RUS,2021,hiv,inc,num,a,a,10098,3722,19601
RUS,2021,diabetes,inc,num,a,18+,2814,854,5923
RUS,2021,diabetes,inc,num,f,18+,949,257,2084
RUS,2021,diabetes,inc,num,m,18+,1814,459,4083
RUS,2021,alcohol,inc,num,a,15+,24359,10363,44232
RUS,2021,alcohol,inc,num,f,15+,3601,1341,6958
RUS,2021,alcohol,inc,num,m,15+,22997,10575,40163
RUS,2021,smoking,inc,num,a,15+,9463,2564,20782
RUS,2021,smoking,inc,num,f,15+,1670,467,3627
RUS,2021,smoking,inc,num,m,15+,8883,2728,18605
RUS,2021,undernutrition,inc,num,a,a,3587,2959,4275
RWA,2021,hiv,inc,num,a,a,1758,694,3308
RWA,2021,diabetes,inc,num,a,18+,161,28,405
RWA,2021,diabetes,inc,num,f,18+,47,10,111
RWA,2021,diabetes,inc,num,m,18+,110,21,271
RWA,2021,alcohol,inc,num,a,15+,1038,255,2357
RWA,2021,alcohol,inc,num,f,15+,118,39,241
RWA,2021,alcohol,inc,num,m,15+,1142,435,2186
RWA,2021,smoking,inc,num,a,15+,389,51,1063
RWA,2021,smoking,inc,num,f,15+,50,11,116
RWA,2021,smoking,inc,num,m,15+,414,102,941
RWA,2021,undernutrition,inc,num,a,a,3230,2433,4138
SAU,2021,hiv,inc,num,a,a,21,6,43
SAU,2021,diabetes,inc,num,a,18+,227,92,422
SAU,2021,diabetes,inc,num,f,18+,74,31,135
SAU,2021,diabetes,inc,num,m,18+,142,61,254
SAU,2021,alcohol,inc,num,a,15+,19,6,41
SAU,2021,alcohol,inc,num,f,15+,2,0,4
SAU,2021,alcohol,inc,num,m,15+,20,7,38
SAU,2021,smoking,inc,num,a,15+,192,46,440
SAU,2021,smoking,inc,num,f,15+,8,2,18
SAU,2021,smoking,inc,num,m,15+,208,71,415
SAU,2021,undernutrition,inc,num,a,a,234,199,272
SDN,2021,hiv,inc,num,a,a,443,119,974
SDN,2021,diabetes,inc,num,a,18+,1145,203,2884
SDN,2021,diabetes,inc,num,f,18+,490,106,1160
SDN,2021,diabetes,inc,num,m,18+,635,131,1528
SDN,2021,alcohol,inc,num,a,15+,790,130,2034
SDN,2021,alcohol,inc,num,f,15+,75,18,170
SDN,2021,alcohol,inc,num,m,15+,811,206,1822
SDN,2021,smoking,inc,num,a,15+,,,
SDN,2021,smoking,inc,num,f,15+,,,
SDN,2021,smoking,inc,num,m,15+,,,
SDN,2021,undernutrition,inc,num,a,a,5488,3611,7753
SEN,2021,hiv,inc,num,a,a,817,244,1731
SEN,2021,diabetes,inc,num,a,18+,677,116,1723
SEN,2021,diabetes,inc,num,f,18+,251,53,602
SEN,2021,diabetes,inc,num,m,18+,427,85,1040
SEN,2021,alcohol,inc,num,a,15+,305,49,788
SEN,2021,alcohol,inc,num,f,15+,0,0,0
SEN,2021,alcohol,inc,num,m,15+,374,98,832
SEN,2021,smoking,inc,num,a,15+,535,52,1570
SEN,2021,smoking,inc,num,f,15+,16,3,40
SEN,2021,smoking,inc,num,m,15+,618,122,1509
SEN,2021,undernutrition,inc,num,a,a,2636,1837,3578
SGP,2021,hiv,inc,num,a,a,87,26,185
SGP,2021,diabetes,inc,num,a,18+,103,46,184
SGP,2021,diabetes,inc,num,f,18+,36,14,69
SGP,2021,diabetes,inc,num,m,18+,69,28,126
SGP,2021,alcohol,inc,num,a,15+,68,27,128
SGP,2021,alcohol,inc,num,f,15+,13,5,24
SGP,2021,alcohol,inc,num,m,15+,58,25,106
SGP,2021,smoking,inc,num,a,15+,232,76,474
SGP,2021,smoking,inc,num,f,15+,31,10,64
SGP,2021,smoking,inc,num,m,15+,209,79,403
SGP,2021,undernutrition,inc,num,a,a,,,
SLB,2021,hiv,inc,num,a,a,,,
SLB,2021,diabetes,inc,num,a,18+,23,4,56
