group_name,year,inc,inc.sd,inc.new,inc.new.sd,inc.ret,inc.ret.sd,e_inc_rr_num,inc.rr.sd,inc.new.rr,inc.new.rr.sd,inc.ret.rr,inc.ret.rr.sd,e_inc_rr_num_lo,e_inc_rr_num_hi,inc.new.rr.lo,inc.new.rr.hi,inc.ret.rr.lo,inc.ret.rr.hi,prop.rr,e_rr_prop_new,e_rr_prop_ret,prop.rr.sd,e_rr_prop_new_se,prop.ret.rr.sd,prop.rr.lo,prop.rr.hi,e_rr_prop_new_lo,e_rr_prop_new_hi,e_rr_prop_ret_lo,e_rr_prop_ret_hi,group_type
AMR,2015,269488.293384809,9782.69774763542,253444.837662342,18009.8309712574,16043.4557224673,1400.75960157592,10364.2471061543,1274.77332159627,8420.75393487556,1182.61956814219,1943.49317127877,432.046966767928,7865.69139582563,12862.802816483,6102.81958131687,10738.6882884342,1096.68111641363,2790.30522614391,0.0384589882401866,0.0332251941390667,0.121139310937674,0.0049320669958197,0.00522948475548853,0.0289323474321267,0.02879213692838,0.0481258395519932,0.0229754040183092,0.0434749842598243,0.0644319099707054,0.177846711904642,g_whoregion
AMR,2016,273833.601910961,9879.99145093012,257556.645623563,18340.4918153834,16276.9562873979,1426.18735713465,10439.0598645707,1331.40133965574,8520.70329362127,1226.64552217712,1918.35657094945,480.734575067863,7829.51323884547,13048.606490296,6116.47807015412,10924.9285170884,976.116803816436,2860.59633808246,0.0381219097719244,0.0330828322173246,0.117857204816278,0.00505289007567047,0.00531342137190382,0.0312879628291993,0.0282182452236103,0.0480255743202385,0.0226685263283932,0.0434971381062561,0.0565327976710471,0.179181611961508,g_whoregion
AMR,2017,283290.741484208,10352.6966922266,266421.848631862,18976.0877130182,16868.8928523458,1495.21418087374,10718.9239308824,1450.20707395432,8773.1731879524,1324.42602238279,1945.75074293002,558.075426672646,7876.51806593194,13561.3297958329,6177.29818408213,11369.0481918227,851.922906651632,3039.5785792084,0.0378371840700623,0.0329296310832039,0.115345491844739,0.00530260643952078,0.00549668256302262,0.034626877836563,0.0274440754486016,0.0482302926915231,0.0221561332596795,0.0437031289067282,0.0474768112850751,0.183214172404402,g_whoregion
AMR,2018,288653.902303252,10726.7883264663,271346.125531462,19422.7504520333,17307.77677179,1554.05170582506,10913.9402028725,1581.27311494014,8945.47351533008,1433.39907149871,1968.46668754241,637.737351775835,7814.64489758982,14013.2355081552,6136.01133519261,11754.9356954676,718.501478061776,3218.43189702305,0.0378097788243535,0.0329670213562451,0.113733075801557,0.00565541491822377,0.00578565120532854,0.0382358031181316,0.0267251655846349,0.048894392064072,0.0216271449938012,0.044306897718689,0.0387909016900188,0.188675249913094,g_whoregion
AMR,2019,290211.3929396,10781.4724396848,272725.777606728,19737.9734918837,17485.6153328715,1581.17887776988,10993.0594078865,1693.32966374213,9029.19338971977,1527.37289107069,1963.86601816673,704.814974462703,7674.13326695193,14311.9855488211,6035.54252322122,12022.8442562183,582.428668219834,3345.30336811363,0.0378794894870803,0.0331072239263716,0.112313234666374,0.00600211475349491,0.00609143655225957,0.0415680796637068,0.0261153445702303,0.0496436344039304,0.0211680082839429,0.0450464395688004,0.0308397985255083,0.193786670807239,g_whoregion
AMR,2020,284846.252694186,10760.501425311,267564.071667848,19561.0057511661,17282.1810263371,1573.66072369536,10890.176476853,1816.43848015813,8949.71049824965,1631.7244406813,1940.46597860338,774.673888357426,7329.9570557431,14450.395897963,5751.53059451431,12147.890401985,422.105157422831,3458.82679978394,0.0382317702053285,0.033448849998664,0.112281313084628,0.00653841405459566,0.00657045283750567,0.0459762009878256,0.025416478658321,0.051047061752336,0.0205707624371529,0.0463269375601752,0.0221679591484902,0.202394667020767,g_whoregion
AMR,2021,309068.013282462,11528.8377588852,290359.471375225,21119.6648894406,18708.5419072369,1689.84696138629,11951.4562463238,2100.5015043982,9858.53029958799,1883.7877362309,2092.92594673576,906.706689895575,7834.47329770329,16068.4391949442,6166.30633657543,13550.7542626006,315.780834540433,3870.07105893109,0.0386693405098545,0.0339528455982344,0.111870072885058,0.00694763014656759,0.00694191627888363,0.0495070271798517,0.025051985422582,0.052286695597127,0.0203466896916225,0.0475590015048463,0.0148362996125488,0.208903846157567,g_whoregion
EMR,2015,816928.085123486,110605.840058841,802505.444490969,231972.181608455,14422.6406325168,4497.31823077784,37974.0365896315,7694.77249123857,36103.5626352636,7515.22323106411,1870.47395436782,554.49936596249,22892.2825068039,53055.7906724591,21373.725102378,50833.4001681493,783.655197081339,2957.2927116543,0.0464839406076869,0.0449885578759708,0.129690117227959,0.0113282623694926,0.0160253480921066,0.0557992628901698,0.0242805463634813,0.0686873348518924,0.0135788756154419,0.0763982401364997,0.0203235619632256,0.239056672492691,g_whoregion
EMR,2016,820322.380747098,94584.7467128378,805862.223615019,226231.292041352,14460.157132079,4377.36147549635,38683.1669948183,7974.19965696345,37000.7401704078,7864.94811564378,1682.42682441046,461.504865416693,23053.7356671699,54312.5983224666,21585.441863746,52416.0384770696,777.877288193739,2586.97636062717,0.0471560546228034,0.0459144740703021,0.116349138466697,0.0111380946725414,0.0161676988536641,0.0475303129837297,0.0253253890646221,0.0689867201809846,0.0142257843171206,0.0776031638234837,0.0231897250185866,0.209508551914807,g_whoregion
EMR,2017,823193.026726868,95640.3250833933,808709.031700366,228077.904073992,14483.9950265019,4409.67564743696,39576.3403863964,9043.43879745569,38054.5615138668,8958.41942808056,1521.77887252966,398.373873947715,21851.2003433833,57301.4804294096,20496.0594348289,55613.0635929047,740.966079592139,2302.59166546718,0.0480766224949178,0.0470559373299621,0.105066238268185,0.0123242589296569,0.017286709418604,0.0421864756329749,0.0239210749927903,0.0722321699970454,0.0131739868694983,0.080937887790426,0.0223807460275544,0.187751730508816,g_whoregion
EMR,2018,829158.143407331,95903.0088906363,814598.317763745,230016.780474322,14559.8256435865,4443.75401979521,40737.5902381505,10194.5721400224,39341.3837393479,10128.637754759,1396.20649880259,346.771309971911,20756.2288437067,60718.9516325943,19489.2537400204,59193.5137386755,716.534731257643,2075.87826634753,0.0491312671316765,0.0482954394594735,0.0958944518279725,0.0135448137489694,0.018454608435554,0.037733837947836,0.0225834321836964,0.0756791020796566,0.0121244069257878,0.0844664719931593,0.0219361294502139,0.169852774205731,g_whoregion
EMR,2019,836492.192349388,96242.9448935338,821833.977985484,232141.327057176,14658.2143639038,4481.43959772042,42116.5243724471,11706.2837463886,40814.1352757394,11655.5466141104,1302.3890967077,307.017908365759,19172.2082295255,65060.8405153687,17969.2639120829,63659.0066393959,700.633996310815,1904.14419710459,0.0503489748710718,0.0496622631444186,0.0888504605250465,0.0151460807174277,0.0199480165780072,0.0343014403369786,0.0206626566649135,0.0800352930772301,0.0105641506515244,0.0887603756373127,0.0216196374645685,0.156081283585525,g_whoregion
EMR,2020,827805.720626958,89828.6510678204,813355.096730632,227200.205985523,14450.6238963264,4376.28347806575,42855.3796533128,13013.5876754176,41639.0502547886,12977.9374107392,1216.32939852423,273.288378849601,17348.7478094943,68362.0114971314,16202.2929297398,67075.8075798374,680.684175979008,1751.97462106944,0.051769852014136,0.0511941837238879,0.0841714106775307,0.0166941892010214,0.0214265720963761,0.0317401926548984,0.019049241180134,0.084490462848138,0.00919810241499076,0.0931902650327851,0.0219606330739298,0.146382188281132,g_whoregion
EMR,2021,860279.33459168,93188.1956956113,845237.627502319,238777.7582253,15041.7070893611,4604.24373251081,46092.3276778901,15551.9325277623,44900.0695566056,15523.0327020844,1192.25812128451,266.538556752536,15610.539923476,76574.1154323042,14474.9254605201,75325.2136526911,669.842550049537,1714.67369251948,0.0535783272066709,0.0531212384489857,0.0792634848027177,0.0189865635679382,0.0237167203703526,0.030044348389277,0.0163646626135121,0.0907919917998297,0.00663646652309468,0.0996060103748767,0.0203765619597348,0.138150407645701,g_whoregion
AFR,2015,2688683.3316532,206082.484161789,2618180.26957556,359519.82112042,70503.0620776453,15983.9276474159,89957.1301220261,11480.0579449263,77965.115164795,10084.7398384897,11992.0149572311,3195.26332620086,67456.2165499705,112458.043694082,58199.0250813552,97731.2052482349,5729.29883787742,18254.7310765848,0.0334576887739003,0.0297783602110157,0.170092115205213,0.00498070573796237,0.00561755441539167,0.0595064224301889,0.023695505527494,0.0432198720203065,0.018767953556848,0.0407887668651834,0.0534595272420424,0.286724703168383,g_whoregion
AFR,2016,2586560.56793501,170954.498489294,2521251.62339493,314271.201100323,65308.9445400842,12781.9134538519,84332.2183003428,10095.3734980376,73106.2193397484,9137.18696772132,11225.9989605944,2811.73621086239,64545.2862441891,104119.150356497,55197.3328830146,91015.1057964822,5714.99598730414,16737.0019338847,0.0326039990502406,0.0289960028826116,0.171890681125681,0.00445837652032502,0.00511831735557819,0.0546378936242886,0.0238655810704035,0.0413424170300776,0.0189641008656783,0.0390279048995448,0.0648004096220757,0.278980952629287,g_whoregion
AFR,2017,2549605.17817689,159004.981315554,2486119.44996694,298039.257790213,63485.7282099531,11706.4239219626,82321.4044622185,10118.7626845139,71221.5072295365,9283.07872535224,11099.8972326821,2778.61141088061,62488.6296005712,102154.179323866,53026.6729278461,89416.3415312268,5653.81886735606,16545.9755980081,0.0322879029140829,0.0286476610085986,0.174840827153682,0.00445035927222392,0.00507316762351719,0.0543598385620162,0.0235651987405241,0.0410106070876418,0.0187042524665049,0.0385910695506923,0.0682955435721304,0.281386110735234,g_whoregion
AFR,2018,2521049.91049401,150349.671173631,2459033.93214616,285493.771643059,62015.9783478473,10845.5516017371,80797.4126502926,10081.7002627034,69747.9281486206,9326.5467668871,11049.484501672,2768.42605874402,61037.2801353939,100557.545165191,51467.8964855218,88027.9598117193,5623.36942653374,16475.5995768103,0.0320491126787966,0.0283639551438589,0.178171574423861,0.00443229908826769,0.0050228777857444,0.054439629673534,0.023361806465792,0.0407364188918013,0.0185191146837999,0.0382087956039179,0.0714699002637341,0.284873248583987,g_whoregion
AFR,2019,2490805.26472767,143668.921184909,2430272.99447903,274112.460516594,60532.2702486365,9998.10003673258,79261.678407062,10328.6798740672,68266.5988259529,9663.74261417364,10995.0795811091,2753.06036777104,59017.4658538902,99505.8909602337,49325.6633021725,87207.5343497332,5599.08126027788,16391.0779019403,0.0318217082360825,0.0280900948087056,0.181639967176958,0.00453478241022157,0.00508428238286769,0.0544848172765156,0.0229335347120482,0.0407098817601168,0.018124901338285,0.0380552882791263,0.0748497253149878,0.288430209038929,g_whoregion
AFR,2020,2464113.87488847,142250.731190111,2405064.74304926,266974.087809425,59049.1318392179,9345.87462965245,77856.5306431997,10558.1355479928,66902.8941936916,9934.15481723719,10953.6364495081,2752.02860908754,57162.5849691338,98550.4763172656,47431.9507519067,86373.8376354764,5559.66037569655,16347.6125233197,0.0315961577249442,0.027817502371628,0.185500380925723,0.00465684327851991,0.00515714606928025,0.055082535307747,0.0224687448990452,0.0407235705508432,0.0177094960758387,0.0379255086674173,0.0775386117225383,0.293462150128907,g_whoregion
AFR,2021,2461185.21074012,145958.646584863,2402906.47155047,263338.97320585,58278.7391896507,8872.20123024866,77247.1064903138,11170.2387603691,66220.4004517466,10537.1349811057,11026.7060385672,2794.10989402081,55353.4385199902,99140.7744606373,45567.6158887795,86873.1850147137,5550.25064628636,16503.1614308479,0.0313861411783326,0.0275584594056289,0.189206324499987,0.00490541383539073,0.00532457998004372,0.0559312373950413,0.0217715300609667,0.0410007522956984,0.0171222826447432,0.0379946361665146,0.0795810992057059,0.298831549794268,g_whoregion
EUR,2015,299883.033815096,28078.9127653933,242376.335683593,22324.0513342869,57506.6981315029,10999.8590073519,85819.5396156191,13648.2580835042,51841.3881750172,7002.394655897,33978.1514406019,7503.25720487637,59068.9537719508,112570.125459287,38116.6946494591,65566.0817005753,19271.7673190442,48684.5355621596,0.286176708711485,0.213887993763108,0.590855544564612,0.0528141838439557,0.0349680046549459,0.172618814997408,0.182660908377332,0.389692509045638,0.145350704639414,0.282425282886802,0.252522667169693,0.929188421959531,g_whoregion
EUR,2016,287556.473360014,25306.2360454765,232817.434392456,20565.9654172884,54739.0389675584,9941.25273061612,82794.5817463645,12436.5293292563,50685.9436062505,6513.90604764135,32108.638140114,6775.47601820159,58418.9842610221,107170.179231707,37918.6877528734,63453.1994596275,18828.7051444389,45388.5711357892,0.28792459713716,0.217706821392122,0.586576577625769,0.0501250648315252,0.0339505505790861,0.163307703391911,0.18967947006737,0.386169724206949,0.151163742257113,0.284249900527131,0.266493478977624,0.906659676273914,g_whoregion
EUR,2017,272930.147425361,22429.862252042,221160.914090476,18783.2181323538,51769.2333348849,8835.8799691497,79458.8061028592,11135.4174839126,49349.2103657615,5975.9546131708,30109.5957370977,6014.43145471066,57633.3878343905,101284.224371328,37636.3393239467,61062.0814075762,18321.3100858648,41897.8813883306,0.291132389926214,0.223137124245982,0.581611775904131,0.0472973789152819,0.0330040697132446,0.152811939062258,0.198429527252261,0.383835252600166,0.158449147608022,0.287825100883941,0.282100375342106,0.881123176466156,g_whoregion
EUR,2018,259532.197584306,19540.1660045042,210951.763913315,17072.2415868668,48580.4336709917,7699.08347427251,75970.3352841316,9765.41088200501,47995.8594020163,5398.13766965172,27974.4758821153,5230.33237005479,56830.1299554018,95110.5406128614,37415.5095694989,58576.2092345337,17723.0244368079,38225.9273274227,0.292720271285236,0.227520540770349,0.57583833177717,0.0436062143679799,0.0315255995455749,0.141137162906889,0.207252091123995,0.378188451446477,0.165730365661022,0.289310715879676,0.299209492479667,0.852467171074672,g_whoregion
EUR,2019,245543.000354696,16747.4552145217,200343.665610346,15453.5752476141,45199.3347443499,6570.241968018,72472.7235143564,8383.02601115082,46739.4523410835,4809.62512513685,25733.2711732729,4450.15569924352,56041.9925325008,88903.454496212,37312.5870958152,56166.3175863517,17010.9660027557,34455.5763437902,0.295152879168483,0.233296381987881,0.569328538103975,0.0396340071777436,0.0300027365568726,0.128617985643803,0.217470225100106,0.372835533236861,0.17449101833641,0.292101745639351,0.317237286242122,0.821419789965829,g_whoregion
EUR,2020,227363.818296454,16138.9158214521,183977.307491577,14700.0980907618,43386.510804877,6414.61838891403,71239.66993624,8277.16488923139,46388.9042764363,4772.32618994106,24850.7656598037,4351.15754825918,55016.4267533465,87462.9131191335,37035.1449441518,55742.6636087208,16322.4968652157,33379.0344543917,0.313328965312116,0.252144706914791,0.572776312240584,0.0426612188142579,0.032844542243533,0.131259694006349,0.22971297643617,0.396944954188061,0.187769404117467,0.316520009712116,0.31550731198814,0.830045312493028,g_whoregion
EUR,2021,230191.43383078,10033.9999922982,187259.711706953,12647.9757463369,42931.7221238268,3910.37789907524,72565.4070048858,4503.58776325782,48217.0355144682,3308.89533113679,24348.3714904176,2580.51774504582,63738.3749889005,81392.4390208711,41731.6006654401,54702.4703634963,19290.5567101278,29406.1862707074,0.315239389221715,0.257487502650459,0.567141737761886,0.0239079936750864,0.0247929499460639,0.079255221492003,0.268379721618545,0.362099056824884,0.208893320756173,0.306081684544744,0.41180150363756,0.722481971886212,g_whoregion
WPR,2015,1875041.33778604,170567.460557019,1837689.8320601,352869.840692793,37351.5057259347,6287.26482978387,90113.8368107607,8470.9515055022,81550.6505269773,7559.35874739919,8563.18628378336,1655.7902651409,73510.7718599764,106716.901761545,66734.3073820749,96366.9936718797,5317.83736410719,11808.5352034595,0.0480596534032487,0.0443767218516722,0.229259466716427,0.00628674170240825,0.00946206924207324,0.0587739261489864,0.0357376396665285,0.0603816671399688,0.0258310661372086,0.0629223775661357,0.114062571464413,0.34445636196844,g_whoregion
WPR,2016,1863198.97521862,171198.126070332,1825775.1510146,348424.712223721,37423.8242040224,6336.26501315197,85645.1662573952,8018.72951372977,77194.969875162,7088.56984735946,8450.19638223316,1652.75171202781,69928.4564104848,101361.876104305,63301.3729743375,91088.5667759865,5210.80302665866,11689.5897378077,0.0459667310880448,0.0422806553327577,0.225797244454908,0.0060300124901898,0.00895419771019972,0.0584115408090267,0.0341479066072728,0.0577855555688168,0.0247304278207662,0.0598308828447491,0.111310624469216,0.340283864440601,g_whoregion
WPR,2017,1860095.05951775,172366.964553994,1822707.35774654,348333.926908709,37387.7017712159,6393.76072298866,82102.0835923464,7701.18033640045,73760.4999929697,6767.55847273621,8341.58359937668,1650.41144365286,67007.7701330015,97196.3970516913,60496.0853864068,87024.9145995327,5106.77716981708,11576.3900289363,0.0441386493514112,0.0404675493734561,0.223110359936558,0.00581984093855185,0.00857877732602608,0.0583471967797431,0.0327317611118496,0.0555455375909728,0.023653145814445,0.0572819529324672,0.108749854248262,0.337470865624855,g_whoregion
WPR,2018,1842531.3504566,173140.730776207,1805333.50437531,344727.234632967,37197.8460812904,6426.60729754046,78079.2154704543,7373.54596242407,69871.3679590804,6435.72134477352,8207.84751137381,1645.6324025632,63627.0653841031,92531.3655568054,57257.3541233243,82485.3817948365,4982.40800234995,11433.2870203977,0.0423760580524751,0.0387027481569161,0.220653838220546,0.00564548015925618,0.00820512477463188,0.0583991632869761,0.031310916940333,0.0534411991646172,0.0226207035986376,0.0547847927151946,0.106191478178073,0.335116198263019,g_whoregion
WPR,2019,1808663.26409389,171593.019645659,1771855.80150983,336140.930139318,36807.4625840684,6427.3857830708,73553.199847768,6955.66000169671,65504.7846280451,6011.09449597613,8048.41521972294,1637.17649611597,59920.1062444424,87186.2934510935,53723.0394159319,77286.5298401583,4839.54928733564,11257.2811521102,0.0406671608297506,0.0369695911892082,0.218662593253754,0.00544752615852743,0.00779096724902961,0.0586206841851925,0.0299900095590368,0.0513443121004643,0.0216992953811101,0.0522398869973062,0.103766052250777,0.333559134256732,g_whoregion
WPR,2020,1772086.90618914,174250.839897035,1736311.2625045,333785.971321415,35775.6436846453,6426.74842170924,69523.7959765257,6743.99449717793,61778.2730741827,5795.00308144963,7745.52290234299,1623.17917809568,56305.5667620569,82742.0251909944,50420.0670345414,73136.479113824,4564.09171327545,10926.9540914105,0.0392327237076854,0.035580183350923,0.216502684637015,0.00541901476212719,0.00761072624893834,0.059759260750665,0.0286114547739161,0.0498539926414547,0.0206631599030039,0.0504972067988422,0.0993745335657121,0.333630835708319,g_whoregion
WPR,2021,1885725.86433112,211549.335501246,1846339.27586479,356389.367061616,39386.5884663285,7582.75199365274,69969.8405074149,7639.01107850207,61346.444152362,6448.2898516832,8623.39635505286,1932.20039592684,54997.3787935508,84942.3022212789,48707.7960430629,73985.0922616611,4836.28357903625,12410.5091310695,0.0371049906197439,0.0332259866614322,0.218942454547059,0.00580840969934317,0.00730271146113078,0.0646786831442849,0.0257205076090313,0.0484894736304566,0.0189126721976158,0.0475393011252485,0.0921722355842607,0.345712673509858,g_whoregion
SEA,2015,5119341.0938005,801532.955987964,4776632.41153836,1174194.71434305,342708.682262145,112305.710774045,202854.977184198,38142.5821684918,153114.406071427,27536.283165939,49740.5711127713,15959.8801711713,128095.516133955,277614.438234442,99143.2910661866,207085.521076667,18459.2059772756,81021.936248267,0.0396252122035499,0.032054885718559,0.145139512615918,0.00969554231348611,0.00976336476969634,0.0665651214058541,0.0206219492691172,0.0586284751379827,0.0129186907699542,0.0511910806671639,0.014671874660444,0.275607150571392,g_whoregion
SEA,2016,5058025.6532417,683886.561244185,4720511.43631073,1100639.91013901,337514.216930969,104477.081812205,196854.94033587,32334.7992424718,148512.832510392,23158.4929253612,48342.1078254783,14639.4612839684,133478.733820625,260231.146851115,103122.186376684,193903.4786441,19648.7637089002,77035.4519420564,0.0389193242248001,0.0314611741787158,0.143229841590245,0.00827999963798825,0.00882485390422352,0.0620247493014623,0.0226905249343431,0.0551481235152571,0.0141644605264377,0.0487578878309939,0.0216613329593789,0.264798350221111,g_whoregion
SEA,2017,4884473.79195383,598364.289064953,4562398.89655339,1026397.78952401,322074.895400435,96509.2829191246,186277.142835385,27973.555405103,140702.11198903,19872.1526159209,45575.0308463553,13339.1916763434,131448.974241383,241105.311429387,101752.692861825,179651.531116235,19430.2151607223,71719.8465319882,0.0381365835440121,0.0308395024589633,0.141504449732699,0.00739088611219096,0.00819185103773749,0.0592723943385616,0.0236504467641178,0.0526227203239064,0.0147834744249978,0.0468955304929287,0.0253305568291187,0.25767834263628,g_whoregion
SEA,2018,4774951.99745751,562786.900229836,4462439.68826719,989675.012563947,312512.309190322,92546.3001017948,178841.847369313,25918.115165789,135157.683939963,18316.7183820801,43684.1634293494,12621.4776774424,128042.341644366,229641.353094259,99256.9159110862,171058.45196884,18946.0671815622,68422.2596771365,0.0374541665475463,0.0302878455243495,0.139783816971975,0.00699640489136435,0.00787203506004911,0.0578331595819902,0.0237412129604722,0.0511671201346204,0.0148586568066533,0.0457170342420458,0.0264308241912746,0.253136809752676,g_whoregion
SEA,2019,4667845.56316154,529314.563787759,4364662.37871574,954750.7726853,303183.184445795,88755.6073674752,171826.935212022,24191.7682271043,129947.623201636,17125.5898473482,41879.3120103857,11951.7663289065,124411.069486897,219242.800937146,96381.4671008337,163513.779302439,18453.8500057289,65304.7740150424,0.0368107583867113,0.0297726632500431,0.138132040821918,0.00665459421249267,0.00760327772963408,0.0564730745401023,0.0237677537302257,0.049853763043197,0.0148702388999603,0.0446750876001259,0.0274448147233176,0.248819266920519,g_whoregion
SEA,2020,4529383.29248405,200976.03664988,4236814.54158977,817142.139901175,292568.750894278,73875.5488710443,164139.964652712,13027.2548616692,124221.213054975,9561.93826966737,39918.7515977371,9851.86112815059,138606.545123841,189673.384181584,105479.814046427,142962.612063523,20609.103786562,59228.3994089123,0.03623892129533,0.0293194832663985,0.136442294249539,0.00329513643964207,0.00608849848836483,0.0481756786407081,0.0297804538736316,0.0426973887170285,0.0173860262292034,0.0412529403035936,0.0420179641137509,0.230866624385327,g_whoregion
SEA,2021,4817483.61238757,251931.885291668,4512336.04256847,877867.736900501,305147.569819103,77694.9056664541,172178.677991439,15335.216651399,130779.921576265,11674.3331504252,41398.7564151743,10266.3367065718,142121.653354697,202235.702628181,107898.228601431,153661.614551098,21276.7364702935,61520.7763600551,0.0357403764796838,0.0289827531333024,0.135667986606337,0.00369139482717382,0.00620377696315888,0.0482195678763578,0.0285052426184231,0.0429755103409445,0.016823350285511,0.0411421559810938,0.0411576335686757,0.230178339643998,g_whoregion
global,2015,11069365.1755631,852722.760800014,10530829.1310109,1298899.01984717,538536.044552212,114239.980792423,517083.76742839,43652.2031945112,408995.876508356,32000.0542663492,108087.890920034,18012.8322874256,431525.449167148,602642.085689632,346275.770146311,471715.9828704,72782.7396366801,143393.042203388,0.0467130462521835,0.0388379558171688,0.200706883064639,0.00533859704003494,0.00567286255942902,0.0541431039645475,0.036249396053715,0.057176696450652,0.0277191452006879,0.0499567664336496,0.0945863992941261,0.306827366835152,global
global,2016,10889497.6524134,732065.134874423,10363774.5143513,1217996.02207573,525723.138062111,106014.197160435,498749.133499361,37838.9162448398,395021.408795582,27853.9915063234,103727.72470378,16471.2611287536,424584.857659475,572913.409339247,340427.585443188,449615.232147976,71444.0528914227,136011.396516137,0.0458009312659914,0.0381155927551852,0.197304849632707,0.0046427165579551,0.00522392310003162,0.0506422960260297,0.0367012068123994,0.0549006557195834,0.0278767034791233,0.0483544820312472,0.0980459494216891,0.296563749843726,global
global,2017,10673587.9452849,650223.135402323,10167517.4986896,1147339.87016692,506070.446595337,97937.3059991885,480454.701310088,33942.6243420178,381861.064279116,25388.9201103611,98593.6370309714,15000.7369663279,413927.157599733,546982.245020443,332098.780862809,431623.347695424,69192.1925769687,127995.081484974,0.0450134203955597,0.0375569616013282,0.19482196143694,0.0041990772283539,0.00491899505523262,0.0479597248153951,0.0367832290279861,0.0532436117631333,0.0279157312930722,0.0471981919095841,0.100820900798765,0.288823022075114,global
global,2018,10515877.501703,615634.713556349,10023703.3319972,1110574.90265439,492174.169705828,93835.9357936544,465340.341215214,32086.6253986082,371059.696704358,24447.678459861,94280.6445108555,14055.5086561031,402450.555433942,528230.126996486,323142.246923031,418977.146485686,66731.8475448935,121829.441476818,0.0442512135710837,0.0370182241447509,0.191559513509632,0.00400267919342283,0.00477183174677833,0.0463617612558037,0.0364059623519749,0.0520964647901924,0.0276654339210654,0.0463710143684365,0.100690461448257,0.282428565571007,global
global,2019,10339560.6776268,583025.087444174,9861694.59590715,1074334.86408193,477866.081719625,89914.3071960641,450224.120761542,30829.9214004642,360301.787662177,24168.6601746678,89922.3330993651,13171.91392853,389797.474816632,510650.766706452,312931.213719828,407672.361604526,64105.3817994463,115739.284399284,0.0435438346752737,0.0365354842576154,0.188174755520993,0.00386257636056783,0.0046741934327171,0.0448709416225369,0.0359731850085608,0.0511144843419867,0.0273740651294899,0.0456969033857409,0.10022770994082,0.276121801101165,global
global,2020,10105599.8651793,315333.843067815,9643087.02303358,950067.457839003,462512.842145682,75159.9679556629,436505.517338844,23829.1718026487,349880.045352324,20434.3983877763,86625.4719865196,11263.8766851779,389800.340605652,483210.694072035,309828.624512282,389931.466192366,64548.2736835709,108702.670289468,0.0431944192489656,0.0362829915893735,0.187293117277886,0.0027160442209488,0.00415560536537605,0.0389799665494828,0.037870972575906,0.0485178659220253,0.0281380050732364,0.0444279781055105,0.1108923828409,0.263693851714872,global
global,2021,10563933.4691637,372081.117182043,10084438.6005682,1012241.76391469,479494.868595507,78816.6108596489,450004.815918267,26169.7269497772,361322.401551035,23331.6030084959,88682.4143672322,11157.5243445319,398712.151096704,501297.480739831,315592.459654383,407052.343447687,66813.6666519496,110551.162082515,0.0425982251054342,0.0358296991892712,0.184949663021406,0.00289621047299982,0.00427637805956051,0.038284203708392,0.0369216525783545,0.0482747976325138,0.0274479981925326,0.0442114001860098,0.109912623752957,0.259986702289854,global
